empty, tag_id, proj,trans_status, esu_type, obs_time
,384.3B23962F08,LGS,T,Not_listed,2013-05-02 18:02:03
,384.3B239638AB,LMN,T,Not_listed,2013-05-11 01:47:59
,384.3B239638F4,LWG,T,Not_listed,2013-04-29 23:29:11
,384.3B23963914,LMN,T,Not_listed,2013-05-07 22:27:40
,384.3B23964474,LWG,T,Not_listed,2013-04-30 00:57:15
,384.3B23964C8B,LWG,T,Not_listed,2013-04-29 02:29:40
,384.3B23964CE3,LGS,T,Not_listed,2013-05-05 02:25:40
,384.3B23964CEA,LWG,T,Not_listed,2013-05-01 03:30:21
,384.3B23964CFD,LGS,T,Not_listed,2013-05-05 00:23:39
,384.3B23964D38,LWG,T,Not_listed,2013-04-29 12:55:30
,384.3B23964D3F,LWG,T,Not_listed,2013-05-06 13:50:28
,384.3B23964D42,LGS,T,Not_listed,2013-05-05 14:22:08
,384.3B23964D4A,LWG,T,Not_listed,2013-04-29 23:30:00
,384.3B23964D4E,LWG,T,Not_listed,2013-04-27 07:21:44
,384.3B23964DB1,LGS,T,Not_listed,2013-05-05 00:52:47
,384.3B23964ECA,LWG,T,Not_listed,2013-04-30 04:06:36
,384.3B23964ED2,LGS,T,Not_listed,2013-05-04 15:52:03
,384.3B23964EE2,LWG,T,Not_listed,2013-05-08 02:13:51
,384.3B23964F27,LWG,T,Not_listed,2013-04-29 20:53:42
,384.3B23964F57,LGS,T,Not_listed,2013-05-06 12:29:53
,384.3B23964F5E,LWG,T,Not_listed,2013-04-30 00:52:48
,384.3B23964F6B,LMN,T,Not_listed,2013-05-09 01:32:07
,384.3B23964FDB,LWG,T,Not_listed,2013-05-01 23:07:27
,384.3B2396501B,LWG,T,Not_listed,2013-05-02 00:05:18
,384.3B2396503A,LWG,T,Not_listed,2013-04-30 03:38:28
,384.3B23965068,LGS,T,Not_listed,2013-05-04 15:42:42
,384.3B23965082,LGS,T,Not_listed,2013-05-11 23:26:39
,384.3B239650A5,LGS,T,Not_listed,2013-05-03 01:50:45
,384.3B239650AB,LWG,T,Not_listed,2013-05-01 16:31:50
,384.3B239650C8,LWG,T,Not_listed,2013-05-03 01:38:07
,384.3B23965100,LWG,T,Not_listed,2013-04-29 02:07:20
,384.3B23965126,LWG,T,Not_listed,2013-04-30 02:03:32
,384.3B2396515F,LGS,T,Not_listed,2013-05-09 02:34:34
,384.3B23965179,LGS,T,Not_listed,2013-05-03 05:28:21
,384.3B2396518F,LWG,T,Not_listed,2013-05-03 03:11:44
,384.3B239651A7,LWG,T,Not_listed,2013-05-07 23:37:16
,384.3B239651DB,LWG,T,Not_listed,2013-04-29 23:10:28
,384.3B2396521A,LMN,T,Not_listed,2013-05-09 00:50:41
,384.3B23965260,LGS,T,Not_listed,2013-05-08 09:13:55
,384.3B23965291,LWG,T,Not_listed,2013-04-27 22:21:26
,384.3B239653AA,LWG,T,Not_listed,2013-05-01 00:05:04
,384.3B23965444,LWG,S,Not_listed,2013-06-01 08:06:10
,384.3B239654DD,LWG,T,Not_listed,2013-04-29 01:44:47
,384.3B239655E2,LWG,T,Not_listed,2013-05-02 01:04:17
,384.3B23965602,LMN,T,Not_listed,2013-05-08 10:49:13
,384.3B2396560B,LWG,T,Not_listed,2013-04-29 13:25:17
,384.3B23965611,LWG,T,Not_listed,2013-05-08 09:29:12
,384.3B23965621,LGS,T,Not_listed,2013-05-10 01:53:54
,384.3B23965655,LWG,T,Not_listed,2013-05-07 20:52:19
,384.3B23965659,LGS,T,Not_listed,2013-05-08 06:08:49
,384.3B2396569B,LGS,T,Not_listed,2013-05-10 14:10:03
,384.3B239656A4,LWG,T,Not_listed,2013-04-29 21:28:43
,384.3B239656AE,LGS,T,Not_listed,2013-05-07 23:01:23
,384.3B239656C5,LWG,T,Not_listed,2013-04-30 02:52:04
,384.3B239656E2,LGS,T,Not_listed,2013-05-08 15:22:26
,384.3B23965708,LWG,T,Not_listed,2013-04-27 14:43:22
,384.3B23965714,LWG,T,Not_listed,2013-04-29 02:13:06
,384.3B23965814,LWG,T,Not_listed,2013-04-29 20:56:46
,384.3B23965828,LGS,T,Not_listed,2013-05-06 06:48:23
,384.3B23965835,LGS,T,Not_listed,2013-05-05 08:24:53
,384.3B2396585B,LWG,T,Not_listed,2013-05-01 23:55:52
,384.3B2396588C,LMN,T,Not_listed,2013-05-09 01:05:42
,384.3B239658B0,LGS,T,Not_listed,2013-05-06 01:13:07
,384.3B239658D7,LMN,T,Not_listed,2013-05-09 11:18:14
,384.3B239658FF,LWG,T,Not_listed,2013-05-01 02:40:54
,384.3B23965913,LMN,T,Not_listed,2013-05-15 00:14:58
,384.3B23965918,LWG,T,Not_listed,2013-04-30 23:48:34
,384.3B23965919,LWG,T,Not_listed,2013-05-02 00:38:08
,384.3B2396592E,LWG,T,Not_listed,2013-05-04 14:47:29
,384.3B23965939,LGS,T,Not_listed,2013-05-05 22:23:00
,384.3B239659F4,LWG,T,Not_listed,2013-04-29 23:42:32
,384.3B23965A21,LWG,T,Not_listed,2013-05-04 01:26:17
,384.3B23965A27,LMN,T,Not_listed,2013-05-07 21:28:18
,384.3B23965A28,LGS,T,Not_listed,2013-05-03 11:21:09
,384.3B23965A52,LWG,S,Not_listed,2013-04-28 23:46:39
,384.3B23965A8A,LWG,T,Not_listed,2013-05-02 01:10:46
,384.3B23965AB4,LGS,T,Not_listed,2013-05-03 00:07:59
,384.3B23965ABB,LWG,T,Not_listed,2013-05-03 02:07:23
,384.3B23965AC8,LWG,T,Not_listed,2013-04-29 21:25:17
,384.3B23965AC9,LGS,T,Not_listed,2013-05-05 23:27:14
,384.3B23965AE4,LGS,T,Not_listed,2013-05-04 22:38:55
,384.3B23965B08,LWG,T,Not_listed,2013-05-01 03:07:20
,384.3B23965B2A,LWG,T,Not_listed,2013-04-30 04:09:25
,384.3B23965B7E,LGS,T,Not_listed,2013-05-10 03:09:14
,384.3B23965B92,LGS,T,Not_listed,2013-05-10 21:55:29
,384.3B23965B9A,LGS,S,Not_listed,2013-05-10 06:11:57
,384.3B23965BA4,LWG,T,Not_listed,2013-04-29 23:50:43
,384.3B23965BAA,LWG,T,Not_listed,2013-05-06 21:13:42
,384.3B23965BB6,LWG,T,Not_listed,2013-05-03 03:39:13
,384.3B23965BD1,LWG,T,Not_listed,2013-05-01 03:52:37
,384.3B23965CD3,LWG,T,Not_listed,2013-05-04 18:02:28
,384.3B23965DE5,LGS,T,Not_listed,2013-05-09 21:31:44
,384.3B23965F17,LWG,T,Not_listed,2013-05-04 21:57:26
,384.3B23965F25,LWG,T,Not_listed,2013-04-29 00:22:49
,384.3B23966011,LMN,T,Not_listed,2013-05-11 18:30:53
,384.3B2396604A,LMN,T,Not_listed,2013-05-09 22:45:06
,384.3B23966061,LWG,T,Not_listed,2013-05-01 00:33:47
,384.3B23966062,LWG,T,Not_listed,2013-05-02 00:13:29
,384.3B2396615E,LGS,T,Not_listed,2013-05-04 23:03:05
,384.3B23966166,LMN,T,Not_listed,2013-05-12 23:38:52
,384.3B23966175,LMN,T,Not_listed,2013-05-08 02:39:02
,384.3B23966198,LGS,T,Not_listed,2013-05-06 23:35:58
,384.3B23966208,LWG,S,Not_listed,2013-05-12 06:43:45
,384.3B23966215,LWG,T,Not_listed,2013-05-02 23:09:10
,384.3B23966226,LWG,T,Not_listed,2013-05-03 01:42:57
,384.3B239662B5,LWG,T,Not_listed,2013-04-30 21:43:45
,384.3B239662B9,LWG,T,Not_listed,2013-05-06 23:25:54
,384.3B239662BA,LWG,T,Not_listed,2013-04-28 22:42:10
,384.3B239662BF,LGS,T,Not_listed,2013-05-04 22:14:41
,384.3B239662C2,LMN,T,Not_listed,2013-05-08 07:16:46
,384.3B239662E9,LWG,T,Not_listed,2013-04-30 00:23:24
,384.3B23966311,LWG,T,Not_listed,2013-04-30 06:48:09
,384.3B23966314,LWG,T,Not_listed,2013-04-29 21:54:44
,384.3B23966349,LMN,T,Not_listed,2013-05-07 20:11:43
,384.3B2396634C,LWG,T,Not_listed,2013-04-29 22:45:53
,384.3B23966364,LGS,T,Not_listed,2013-05-10 23:17:11
,384.3B23966386,LMN,T,Not_listed,2013-05-11 17:03:59
,384.3B239663F9,LWG,T,Not_listed,2013-04-29 00:24:49
,384.3B2396642E,LMN,T,Not_listed,2013-05-10 21:47:37
,384.3B239664F5,LWG,T,Not_listed,2013-05-02 00:52:03
,384.3B23966550,LWG,T,Not_listed,2013-05-07 00:12:20
,384.3B2396658D,LWG,T,Not_listed,2013-04-29 17:53:53
,384.3B23966590,LGS,T,Not_listed,2013-05-05 01:44:08
,384.3B239665AE,LGS,T,Not_listed,2013-05-10 10:56:06
,384.3B239665E1,LWG,T,Not_listed,2013-05-08 02:35:16
,384.3B23966603,LWG,T,Not_listed,2013-04-29 22:15:29
,384.3B23966631,LWG,T,Not_listed,2013-04-29 02:40:24
,384.3B23966634,LGS,T,Not_listed,2013-05-05 06:13:58
,384.3B239666B7,LWG,T,Not_listed,2013-04-30 04:15:45
,384.3B239666CE,LGS,T,Not_listed,2013-05-08 21:48:01
,384.3B239666E1,LWG,T,Not_listed,2013-04-30 05:39:52
,384.3B239666E2,LGS,T,Not_listed,2013-05-05 23:23:33
,384.3B239666E9,LWG,T,Not_listed,2013-04-28 13:08:57
,384.3B239666F0,LGS,T,Not_listed,2013-05-05 04:30:02
,384.3B23966810,LGS,T,Not_listed,2013-05-04 23:00:23
,384.3B2396693F,LWG,T,Not_listed,2013-05-03 05:52:40
,384.3B23966948,LGS,T,Not_listed,2013-05-03 23:30:00
,384.3B2396695C,LWG,T,Not_listed,2013-04-29 09:31:29
,384.3B2396695E,LWG,T,Not_listed,2013-05-04 22:25:38
,384.3B23966975,LWG,T,Not_listed,2013-04-29 13:18:00
,384.3B239669B0,LWG,S,Not_listed,2013-05-02 03:31:01
,384.3B239669D3,LWG,T,Not_listed,2013-04-28 13:49:09
,384.3B239669D5,LWG,T,Not_listed,2013-05-03 06:18:32
,384.3B239669EC,LWG,T,Not_listed,2013-04-26 01:23:25
,384.3B23966B2A,LWG,T,Not_listed,2013-04-29 00:05:28
,384.3B23966B33,LWG,T,Not_listed,2013-05-07 23:42:46
,384.3B23966C32,LWG,T,Not_listed,2013-05-09 00:48:46
,384.3B23966C41,LWG,T,Not_listed,2013-05-02 23:04:00
,384.3B23966C4D,LGS,T,Not_listed,2013-05-04 00:58:22
,384.3B23966C63,LWG,T,Not_listed,2013-05-03 03:44:58
,384.3B23966D06,LWG,T,Not_listed,2013-04-29 22:44:43
,384.3B23966D0D,LGS,T,Not_listed,2013-05-04 15:24:21
,384.3B23966D1A,LGS,T,Not_listed,2013-05-05 03:49:16
,384.3B23966D3E,LGS,T,Not_listed,2013-05-05 04:26:19
,384.3B23966D47,LWG,T,Not_listed,2013-05-07 01:35:12
,384.3B23966D8A,LWG,T,Not_listed,2013-05-02 01:37:13
,384.3B23966D95,LGS,T,Not_listed,2013-05-09 00:20:48
,384.3B23966DB3,LWG,T,Not_listed,2013-05-05 13:27:51
,384.3B23966E32,LGS,T,Not_listed,2013-05-03 00:21:05
,384.3B23966E68,LWG,T,Not_listed,2013-04-29 23:03:08
,384.3B23966E6E,LGS,T,Not_listed,2013-05-06 00:23:31
,384.3B23966ECE,LWG,T,Not_listed,2013-05-02 04:14:15
,384.3B23966ED9,LGS,T,Not_listed,2013-05-05 23:56:35
,384.3B23966EFA,LGS,T,Not_listed,2013-05-03 16:42:43
,384.3B23966F30,LWG,T,Not_listed,2013-05-02 10:17:12
,384.3B23966F4A,LWG,T,Not_listed,2013-05-01 01:03:19
,384.3B23966F76,LWG,T,Not_listed,2013-05-01 22:21:19
,384.3B23966F83,LGS,T,Not_listed,2013-05-04 07:13:00
,384.3B23966FA4,LMN,T,Not_listed,2013-05-09 00:21:18
,384.3B23966FBC,LWG,T,Not_listed,2013-05-11 23:23:55
,384.3B23966FC1,LWG,T,Not_listed,2013-05-29 17:22:21
,384.3B23966FCC,LWG,T,Not_listed,2013-05-02 21:58:42
,384.3B23966FCD,LGS,T,Not_listed,2013-05-17 06:17:22
,384.3B23966FD6,LWG,T,Not_listed,2013-05-09 15:08:21
,384.3B23966FFF,LGS,T,Not_listed,2013-05-03 21:20:10
,384.3B23967003,LGS,T,Not_listed,2013-05-05 01:11:52
,384.3B23967060,LWG,T,Not_listed,2013-05-06 22:47:53
,384.3B23967066,LWG,T,Not_listed,2013-04-30 07:04:48
,384.3B2396707D,LWG,T,Not_listed,2013-05-03 03:08:18
,384.3B23967097,LGS,T,Not_listed,2013-05-11 22:17:27
,384.3B239670C2,LWG,T,Not_listed,2013-04-29 22:04:04
,384.3B239670EE,LWG,T,Not_listed,2013-05-03 02:37:39
,384.3B239670EF,LWG,T,Not_listed,2013-04-30 17:42:48
,384.3B23967114,LGS,T,Not_listed,2013-05-06 00:51:07
,384.3B2396711D,LWG,T,Not_listed,2013-05-10 04:17:10
,384.3B23967123,LGS,T,Not_listed,2013-05-09 23:05:01
,384.3B23967127,LWG,T,Not_listed,2013-05-07 23:17:48
,384.3B2396712C,LGS,T,Not_listed,2013-05-11 00:35:31
,384.3B23967131,LWG,T,Not_listed,2013-04-30 01:55:28
,384.3B23967138,LWG,T,Not_listed,2013-04-29 10:19:18
,384.3B23967140,LGS,T,Not_listed,2013-05-03 01:10:36
,384.3B2396714C,LWG,T,Not_listed,2013-04-29 02:18:14
,384.3B2396716F,LMN,T,Not_listed,2013-05-11 13:11:00
,384.3B23967170,LWG,T,Not_listed,2013-05-03 02:55:03
,384.3B239671A3,LWG,T,Not_listed,2013-04-28 01:58:16
,384.3B239671A4,LGS,T,Not_listed,2013-05-09 01:14:41
,384.3B239671BE,LGS,T,Not_listed,2013-05-08 02:21:44
,384.3B239671C3,LMN,T,Not_listed,2013-05-09 01:14:34
,384.3B23967217,LWG,S,Not_listed,2013-05-01 09:17:57
,384.3B2396728A,LWG,T,Not_listed,2013-05-04 22:22:46
,384.3B239672AD,LWG,T,Not_listed,2013-05-03 03:21:07
,384.3B239672B6,LWG,T,Not_listed,2013-05-03 04:48:22
,384.3B239672CB,LGS,T,Not_listed,2013-05-07 23:07:34
,384.3B2396736C,LWG,T,Not_listed,2013-05-06 04:12:44
,384.3B23967375,LGS,T,Not_listed,2013-05-05 23:35:20
,384.3B239673BE,LGS,T,Not_listed,2013-05-03 02:36:51
,384.3B239673CA,LGS,T,Not_listed,2013-05-08 07:29:26
,384.3B239675F2,LWG,T,Not_listed,2013-04-27 17:00:07
,384.3B239675FC,LGS,T,Not_listed,2013-05-03 01:01:12
,384.3B23967616,LGS,T,Not_listed,2013-05-09 03:53:03
,384.3B23967678,LWG,T,Not_listed,2013-05-02 22:53:48
,384.3B239676B5,LWG,T,Not_listed,2013-05-03 03:21:09
,384.3B23967722,LMN,T,Not_listed,2013-05-10 21:28:08
,384.3B23967724,LGS,S,Not_listed,2013-05-08 08:47:24
,384.3B2396772E,LGS,T,Not_listed,2013-05-03 22:12:37
,384.3B23967746,LWG,T,Not_listed,2013-05-02 23:25:51
,384.3B23967871,LGS,T,Not_listed,2013-05-07 03:26:48
,384.3B23967970,LGS,T,Not_listed,2013-05-03 04:39:58
,384.3B23967984,LWG,T,Not_listed,2013-04-29 21:35:23
,384.3B23967994,LMN,T,Not_listed,2013-05-13 22:04:03
,384.3B2396799D,LWG,T,Not_listed,2013-05-03 09:43:46
,384.3B239679A0,LWG,T,Not_listed,2013-04-27 15:18:48
,384.3B239679AC,LWG,T,Not_listed,2013-05-05 09:52:45
,384.3B239679B5,LWG,T,Not_listed,2013-05-16 20:07:24
,384.3B23967A38,LWG,T,Not_listed,2013-05-01 02:06:18
,384.3B23967A4A,LWG,T,Not_listed,2013-05-07 22:25:04
,384.3B23967A50,LMN,T,Not_listed,2013-05-10 02:11:01
,384.3B23967A51,LMN,T,Not_listed,2013-05-07 10:52:03
,384.3B23967ADC,LMN,T,Not_listed,2013-05-09 22:59:14
,384.3B23967AEF,LWG,T,Not_listed,2013-04-30 01:04:26
,384.3B23967AFA,LMN,T,Not_listed,2013-05-09 04:52:29
,384.3B23967B1E,LWG,T,Not_listed,2013-05-01 23:41:27
,384.3B23967B1F,LGS,T,Not_listed,2013-05-04 22:11:38
,384.3B23967B27,LWG,T,Not_listed,2013-05-01 22:35:14
,384.3B23967B50,LGS,T,Not_listed,2013-05-10 01:36:54
,384.3B23967C21,LWG,T,Not_listed,2013-05-02 23:12:33
,384.3B23967C29,LWG,T,Not_listed,2013-05-03 01:01:47
,384.3B23967C35,LGS,T,Not_listed,2013-05-09 00:49:37
,384.3B23967C6E,LGS,T,Not_listed,2013-05-09 21:48:51
,384.3B23967C94,LWG,T,Not_listed,2013-04-28 22:33:47
,384.3B23967C98,LMN,T,Not_listed,2013-05-08 11:05:06
,384.3B23967CB2,LGS,T,Not_listed,2013-05-03 04:48:28
,384.3B23967CBC,LWG,T,Not_listed,2013-05-03 00:26:07
,384.3B23967CE5,LGS,T,Not_listed,2013-05-23 01:59:54
,384.3B23967CED,LWG,T,Not_listed,2013-05-02 23:50:25
,384.3B23967CF0,LWG,T,Not_listed,2013-05-13 20:24:32
,384.3B23967CF9,LWG,T,Not_listed,2013-04-29 05:31:20
,384.3B23967CFE,LMN,T,Not_listed,2013-05-19 21:19:55
,384.3B23967D10,LMN,T,Not_listed,2013-05-11 00:09:11
,384.3B23967D3A,LGS,T,Not_listed,2013-05-20 11:25:55
,384.3B23967D3E,LWG,T,Not_listed,2013-05-01 22:51:30
,384.3B23967D4F,LWG,S,Not_listed,2013-05-02 03:17:20
,384.3B23967D73,LGS,T,Not_listed,2013-05-09 22:14:08
,384.3B23967D9B,LMN,T,Not_listed,2013-05-17 00:02:43
,384.3B23967DA5,LGS,T,Not_listed,2013-05-05 14:46:28
,384.3B23967DB8,LGS,T,Not_listed,2013-05-19 04:18:15
,384.3B23967DC2,LWG,T,Not_listed,2013-04-30 02:04:50
,384.3B23967DC3,LWG,T,Not_listed,2013-05-13 20:50:13
,384.3B23967DED,LGS,T,Not_listed,2013-05-06 11:03:30
,384.3B23967DF1,LGS,T,Not_listed,2013-05-02 23:10:43
,384.3B23967E16,LMN,T,Not_listed,2013-05-12 04:15:01
,384.3B23967E23,LWG,T,Not_listed,2013-05-03 02:06:09
,384.3B23967E2B,LGS,T,Not_listed,2013-05-02 13:57:39
,384.3B23967E4E,LGS,T,Not_listed,2013-05-06 01:12:47
,384.3B23967E7A,LWG,T,Not_listed,2013-04-30 03:16:39
,384.3B23967E99,LGS,T,Not_listed,2013-05-05 12:13:46
,384.3B23967EB2,LGS,T,Not_listed,2013-05-04 04:26:52
,384.3B23967EBC,LGS,T,Not_listed,2013-05-07 02:29:39
,384.3B23967ED9,LWG,T,Not_listed,2013-05-03 00:56:27
,384.3B23967EDF,LWG,T,Not_listed,2013-05-07 22:24:47
,384.3B23967EFA,LWG,T,Not_listed,2013-04-29 23:36:32
,384.3B23967F0A,LMN,T,Not_listed,2013-05-10 10:36:33
,384.3B23967F1A,LWG,T,Not_listed,2013-05-01 17:53:54
,384.3B23967F1F,LGS,T,Not_listed,2013-05-04 13:27:14
,384.3B23967F8D,LWG,T,Not_listed,2013-04-29 23:08:55
,384.3B23967F90,LMN,T,Not_listed,2013-05-12 03:49:12
,384.3B23967F9B,LWG,T,Not_listed,2013-04-29 21:59:35
,384.3B23967FA5,LWG,T,Not_listed,2013-04-29 23:10:48
,384.3B23967FBF,LWG,T,Not_listed,2013-05-02 19:09:05
,384.3B23967FC0,LWG,T,Not_listed,2013-04-29 23:04:16
,384.3B23967FDD,LGS,T,Not_listed,2013-05-07 18:06:16
,384.3B23967FF8,LWG,T,Not_listed,2013-05-05 01:59:49
,384.3B23968009,LWG,T,Not_listed,2013-05-03 03:06:49
,384.3B2396801F,LWG,T,Not_listed,2013-04-30 00:11:19
,384.3B23968052,LGS,T,Not_listed,2013-05-05 20:58:30
,384.3B2396805B,LWG,T,Not_listed,2013-05-09 00:56:13
,384.3B2396805E,LMN,T,Not_listed,2013-05-08 07:11:40
,384.3B239680A1,LWG,T,Not_listed,2013-05-09 01:38:09
,384.3B239680AE,LWG,T,Not_listed,2013-05-10 23:37:29
,384.3B239680C4,LGS,T,Not_listed,2013-05-03 01:23:43
,384.3B23968114,LGS,T,Not_listed,2013-05-04 06:27:08
,384.3B2396814B,LWG,T,Not_listed,2013-05-10 01:58:53
,384.3B2396814D,LWG,T,Not_listed,2013-05-01 01:18:20
,384.3B2396815A,LWG,T,Not_listed,2013-04-29 21:43:21
,384.3B23968178,LWG,T,Not_listed,2013-05-08 14:19:41
,384.3B2396825F,LWG,T,Not_listed,2013-05-11 00:42:13
,384.3B2396839E,LWG,T,Not_listed,2013-04-28 23:04:16
,384.3B239683AB,LWG,T,Not_listed,2013-05-02 22:07:28
,384.3B239683BC,LWG,T,Not_listed,2013-04-29 22:15:09
,384.3B23968425,LGS,T,Not_listed,2013-05-03 14:47:44
,384.3B23968487,LMN,T,Not_listed,2013-05-12 12:11:26
,384.3B23968492,LWG,T,Not_listed,2013-05-04 22:34:02
,384.3B2396849A,LGS,T,Not_listed,2013-05-05 00:00:13
,384.3B239684DB,LGS,T,Not_listed,2013-05-06 22:37:06
,384.3B239684E8,LWG,T,Not_listed,2013-04-30 00:55:57
,384.3B239684EC,LGS,T,Not_listed,2013-05-04 22:11:39
,384.3B23968538,LWG,T,Not_listed,2013-05-11 13:43:38
,384.3B23968653,LMN,T,Not_listed,2013-05-13 20:22:47
,384.3B239686A6,LMN,T,Not_listed,2013-05-13 10:23:28
,384.3B23968768,LGS,T,Not_listed,2013-05-04 03:04:45
,384.3B2396884D,LWG,T,Not_listed,2013-04-28 13:21:01
,384.3B23968893,LWG,T,Not_listed,2013-05-01 13:19:02
,384.3B239688A2,LWG,T,Not_listed,2013-04-30 01:06:08
,384.3B239688C8,LGS,S,Not_listed,2013-05-06 08:07:19
,384.3B23968925,LGS,T,Not_listed,2013-05-08 11:10:01
,384.3B2396893B,LGS,T,Not_listed,2013-05-09 00:59:23
,384.3B23968945,LWG,T,Not_listed,2013-04-29 21:35:32
,384.3B23968954,LWG,T,Not_listed,2013-05-04 00:08:26
,384.3B23968974,LGS,T,Not_listed,2013-05-04 11:34:20
,384.3B23968983,LWG,T,Not_listed,2013-05-08 07:15:27
,384.3B239689B1,LWG,T,Not_listed,2013-05-07 23:16:53
,384.3B239689F4,LWG,T,Not_listed,2013-04-29 14:20:05
,384.3B239689FE,LWG,T,Not_listed,2013-04-29 23:23:39
,384.3B23968A06,LWG,T,Not_listed,2013-05-06 21:06:52
,384.3B23968A31,LGS,T,Not_listed,2013-05-05 04:58:12
,384.3B23968A57,LGS,T,Not_listed,2013-05-03 00:32:35
,384.3B23968A72,LMN,T,Not_listed,2013-05-07 11:30:42
,384.3B23968A80,LGS,T,Not_listed,2013-05-09 14:25:28
